customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,avg_monthly_spend,num_services,charge_per_service,high_monthly_charges,LTV,engagement_score,value_segment,heuristic_risk,churn_probability,churn_prediction,risk_level
5781-BKHOP,0,0,1,0,72,1,1,1,1,1,0,1,0,0,100.65,7334.05,0,0,0,1,0,1,0,1,0,0,0,Loyal,101.86180555555556,6,16.775000000000002,1,7246.8,6,High Value,Low Risk,0.016244052,0,Low Risk
4283-FUTGF,1,1,0,0,19,1,1,0,0,1,0,0,0,1,79.85,1471.75,1,1,0,0,0,1,0,0,0,1,0,Developing,77.46052631578948,3,26.616666666666664,1,1517.15,3,High Value,High Risk,0.6516596,1,Medium Risk
5213-TWWJU,1,0,0,0,28,1,0,0,0,1,1,0,1,0,91.0,2626.15,0,1,0,0,0,1,0,0,0,1,0,Mature,93.79107142857144,4,22.75,1,2548.0,4,High Value,High Risk,0.1695592,0,Low Risk
1569-TTNYJ,1,0,1,0,5,1,1,0,1,0,0,0,0,1,78.75,412.1,1,1,0,0,0,1,0,0,0,1,0,New,82.42,3,26.25,1,393.75,3,Low Value,High Risk,0.90040344,1,High Risk
8628-MFKAX,0,1,1,0,72,1,1,1,1,1,1,1,1,1,116.75,8277.05,0,0,0,1,0,1,0,0,1,0,0,Loyal,114.95902777777776,8,14.59375,1,8406.0,8,High Value,Low Risk,0.011006836,0,Low Risk
2397-BRLOM,1,1,1,1,8,1,0,0,0,0,0,1,0,1,80.45,583.45,1,1,0,0,0,1,0,0,1,0,0,New,72.93125,2,40.225,1,643.6,2,Low Value,High Risk,0.3894511,1,Low Risk
7629-WIXZF,0,0,0,0,7,1,0,1,0,0,0,0,1,1,59.1,369.25,0,0,1,0,1,0,0,0,0,1,0,New,52.75,3,19.7,0,413.7,3,Low Value,Low Risk,0.12950893,0,Low Risk
5445-GLVOT,0,0,0,0,22,1,0,1,0,0,0,0,0,1,49.8,1049.05,0,1,0,0,1,0,0,0,0,1,0,Developing,47.684090909090905,2,24.9,0,1095.6,2,Low Value,Medium Risk,0.52248263,1,Medium Risk
3976-HXHCE,1,0,0,0,72,1,0,0,0,0,0,0,0,0,19.3,1414.8,0,0,0,1,0,0,1,1,0,0,0,Loyal,19.65,1,19.3,0,1389.6,1,Low Value,Low Risk,0.010151194,0,Low Risk
2466-NEJOJ,1,0,1,1,8,1,0,0,0,0,0,0,0,0,19.65,169.75,0,1,0,0,0,0,1,0,1,0,0,New,21.21875,1,19.65,0,157.2,1,Low Value,High Risk,0.028568106,0,Low Risk
0254-KCJGT,1,0,1,0,52,1,1,1,1,1,1,0,1,1,81.4,4354.45,0,0,1,0,1,0,0,0,1,0,0,Loyal,83.73942307692307,7,11.62857142857143,1,4232.8,7,High Value,Low Risk,0.09095885,0,Low Risk
5472-CVMDX,0,0,0,0,68,0,0,1,0,1,1,0,0,0,38.9,2719.2,0,0,0,1,1,0,0,0,0,0,1,Loyal,39.98823529411764,3,12.966666666666669,0,2645.2,3,High Value,Low Risk,0.015922194,0,Low Risk
6461-SZMCV,0,0,1,0,71,1,1,1,1,1,1,1,1,0,87.95,6365.35,0,0,0,1,1,0,0,1,0,0,0,Loyal,89.65281690140846,8,10.99375,1,6244.45,8,High Value,Low Risk,0.005287545,0,Low Risk
8150-QUDFX,1,0,0,0,2,1,0,0,0,0,0,0,0,0,19.85,51.6,0,1,0,0,0,0,1,0,0,0,1,New,25.8,1,19.85,0,39.7,1,Low Value,High Risk,0.21239915,0,Low Risk
9508-ILZDG,0,1,0,0,34,1,1,0,1,0,1,1,0,1,96.35,3190.25,0,1,0,0,0,1,0,0,0,1,0,Mature,93.83088235294116,5,19.27,1,3275.9,5,High Value,High Risk,0.55910337,1,Medium Risk
2346-DJQTB,0,0,0,0,35,0,0,0,0,0,0,0,0,0,24.15,812.5,0,1,0,0,1,0,0,0,0,1,0,Mature,23.214285714285715,0,24.15,0,845.25,0,Low Value,Medium Risk,0.5817395,1,Medium Risk
1697-LYYYX,0,0,1,1,61,1,0,0,0,0,0,0,0,0,19.1,1143.8,0,0,1,0,0,0,1,0,1,0,0,Loyal,18.750819672131147,1,19.1,0,1165.1,1,Low Value,Low Risk,0.010697487,0,Low Risk
1942-OQFRW,1,0,0,0,1,1,0,0,0,0,0,0,0,0,44.0,44.0,0,1,0,0,1,0,0,0,0,1,0,New,44.0,1,44.0,0,44.0,1,Low Value,High Risk,0.60160553,1,Medium Risk
4749-VFKVB,0,0,0,0,1,1,1,0,0,0,0,0,0,1,50.1,50.1,1,1,0,0,1,0,0,0,0,0,1,New,50.1,2,25.05,0,50.1,2,Low Value,High Risk,0.69187665,1,Medium Risk
9640-ZSLDC,0,0,1,1,53,1,0,0,0,1,0,0,1,0,60.6,3297.0,0,0,1,0,1,0,0,0,1,0,0,Loyal,62.20754716981132,3,20.2,0,3211.8,3,High Value,Low Risk,0.054972492,0,Low Risk
4231-LZUYM,0,0,1,0,72,1,1,0,0,0,0,0,0,0,25.65,1887.0,0,0,0,1,0,0,1,1,0,0,0,Loyal,26.20833333333333,2,12.825,0,1846.8,2,High Value,Low Risk,0.005282659,0,Low Risk
7598-UAASY,1,0,1,0,2,1,0,0,0,1,0,0,0,0,76.4,151.8,1,1,0,0,0,1,0,0,0,1,0,New,75.9,2,38.2,1,152.8,2,Low Value,High Risk,0.6227887,1,Medium Risk
7938-OUHIO,1,0,0,0,3,1,0,0,0,1,1,1,1,1,98.7,293.65,1,1,0,0,0,1,0,0,0,1,0,New,97.88333333333333,5,19.74,1,296.1,5,Low Value,High Risk,0.85841095,1,High Risk
8510-AWCXC,0,1,0,0,13,1,1,1,0,0,0,1,1,1,100.8,1308.1,1,1,0,0,0,1,0,0,0,1,0,Developing,100.62307692307692,5,20.16,1,1310.4,5,Low Value,High Risk,0.8074768,1,High Risk
6128-AQBMT,1,1,1,0,41,0,0,0,1,1,0,1,1,1,53.95,2215.4,0,1,0,0,1,0,0,0,0,1,0,Mature,54.03414634146342,4,13.4875,0,2211.9500000000003,4,High Value,Medium Risk,0.6058888,1,Medium Risk
3594-BDSOA,0,0,1,0,24,1,0,0,0,0,0,0,0,0,20.4,482.8,0,0,1,0,0,0,1,0,1,0,0,Developing,20.116666666666667,1,20.4,0,489.6,1,Low Value,Low Risk,0.011655746,0,Low Risk
0431-APWVY,0,0,1,1,28,1,0,0,0,0,0,1,1,1,90.1,2598.95,1,0,1,0,0,1,0,1,0,0,0,Mature,92.81964285714284,3,30.03333333333333,1,2522.8,3,High Value,Low Risk,0.25702035,0,Low Risk
5133-VRSAB,1,0,0,0,8,0,0,1,0,0,0,0,0,0,29.35,216.45,0,1,0,0,1,0,0,0,0,0,1,New,27.05625,1,29.35,0,234.8,1,Low Value,High Risk,0.23996264,0,Low Risk
5996-DAOQL,1,0,0,0,1,1,0,0,0,0,0,0,0,1,20.45,20.45,0,1,0,0,0,0,1,0,0,0,1,New,20.45,1,20.45,0,20.45,1,Low Value,High Risk,0.4684292,1,Medium Risk
6838-YAUVY,0,0,0,0,54,1,1,0,0,1,1,0,1,1,95.1,5064.85,0,0,0,1,0,1,0,1,0,0,0,Loyal,93.79351851851852,5,19.02,1,5135.4,5,High Value,Low Risk,0.062130317,0,Low Risk
0484-JPBRU,1,0,0,0,41,1,1,0,0,0,0,0,0,1,25.25,996.45,0,1,0,0,0,0,1,1,0,0,0,Mature,24.303658536585367,2,12.625,0,1035.25,2,Low Value,Medium Risk,0.095923275,0,Low Risk
7883-ROJOC,0,0,1,0,19,1,0,0,0,0,0,0,0,0,44.9,839.65,0,1,0,0,1,0,0,0,0,0,1,Developing,44.19210526315789,1,44.9,0,853.1,1,Low Value,Medium Risk,0.15673164,0,Low Risk
0244-LGNFY,0,0,1,1,72,1,1,1,1,1,1,1,1,0,92.65,6733.0,0,0,0,1,1,0,0,1,0,0,0,Loyal,93.51388888888889,8,11.58125,1,6670.8,8,High Value,Low Risk,0.00446901,0,Low Risk
7274-CGTOD,1,0,0,0,62,0,0,1,1,1,1,0,0,1,43.7,2618.3,0,0,0,1,1,0,0,1,0,0,0,Loyal,42.230645161290326,4,10.925,0,2709.4,4,High Value,Low Risk,0.009828217,0,Low Risk
4295-YURET,0,1,1,1,56,1,0,1,0,0,1,1,1,1,72.6,4084.35,0,0,0,1,1,0,0,0,1,0,0,Loyal,72.93482142857142,5,14.52,1,4065.6,5,High Value,Low Risk,0.03137435,0,Low Risk
3426-NIYYL,1,0,0,0,15,1,1,0,0,0,0,0,0,0,51.55,765.5,1,1,0,0,1,0,0,0,0,1,0,Developing,51.03333333333333,2,25.775,0,773.25,2,Low Value,Medium Risk,0.62828064,1,Medium Risk
8225-BTJAU,1,1,0,0,10,1,0,0,0,0,0,0,1,1,79.25,793.55,1,1,0,0,0,1,0,0,0,1,0,New,79.35499999999999,2,39.625,1,792.5,2,Low Value,High Risk,0.6247562,1,Medium Risk
4635-EJYPD,1,0,1,1,32,1,0,0,0,0,0,0,0,0,18.95,613.95,0,0,0,1,0,0,1,0,0,0,1,Mature,19.1859375,1,18.95,0,606.4,1,Low Value,Low Risk,0.008098493,0,Low Risk
1866-ZSLJM,1,0,0,0,21,1,0,0,0,0,0,0,0,0,20.5,402.85,0,1,0,0,0,0,1,0,1,0,0,Developing,19.183333333333334,1,20.5,0,430.5,1,Low Value,Medium Risk,0.053821262,0,Low Risk
4636-TVXVG,1,0,1,1,62,1,0,0,0,0,0,0,0,0,19.95,1244.8,0,0,1,0,0,0,1,1,0,0,0,Loyal,20.07741935483871,1,19.95,0,1236.9,1,Low Value,Low Risk,0.019173604,0,Low Risk
4236-UJPWO,0,0,0,0,2,0,0,0,0,0,0,0,0,0,24.5,46.4,0,1,0,0,1,0,0,0,0,1,0,New,23.2,0,24.5,0,49.0,0,Low Value,High Risk,0.7389154,1,High Risk
9392-XBGTD,1,0,0,1,27,1,0,0,0,0,0,0,0,0,20.6,581.85,0,0,0,1,0,0,1,0,0,0,1,Mature,21.55,1,20.6,0,556.2,1,Low Value,Low Risk,0.005385007,0,Low Risk
3387-VATUS,1,0,0,0,5,1,1,0,0,0,0,1,1,1,94.85,462.8,1,1,0,0,0,1,0,1,0,0,0,New,92.56,4,23.7125,1,474.25,4,Low Value,High Risk,0.90948445,1,High Risk
6402-SSEJG,0,0,0,0,25,0,0,1,1,1,0,1,1,0,61.05,1540.2,0,0,1,0,1,0,0,0,0,1,0,Mature,61.608,5,12.21,0,1526.25,5,High Value,Low Risk,0.14166772,0,Low Risk
1143-NMNQJ,0,0,0,0,2,1,1,0,0,0,0,0,1,1,85.7,169.8,1,1,0,0,0,1,0,0,0,1,0,New,84.9,3,28.566666666666663,1,171.4,3,Low Value,High Risk,0.95858973,1,High Risk
1169-SAOCL,1,0,0,0,49,1,1,0,1,0,1,1,1,1,106.65,5168.1,0,0,1,0,0,1,0,1,0,0,0,Loyal,105.47142857142858,6,17.775000000000002,1,5225.85,6,High Value,Low Risk,0.2852266,1,Low Risk
1110-KYLGQ,0,0,0,0,63,1,1,1,1,1,0,1,1,0,108.25,6780.1,0,1,0,0,0,1,0,0,1,0,0,Loyal,107.62063492063491,7,15.464285714285714,1,6819.75,7,High Value,High Risk,0.16538528,0,Low Risk
9929-PLVPA,0,0,0,1,4,1,0,0,0,0,0,0,0,0,20.4,94.5,0,1,0,0,0,0,1,0,1,0,0,New,23.625,1,20.4,0,81.6,1,Low Value,High Risk,0.11475805,0,Low Risk
3518-PZXZQ,0,0,1,0,1,1,0,0,0,0,0,1,0,1,55.3,55.3,0,1,0,0,1,0,0,0,0,0,1,New,55.3,2,27.65,0,55.3,2,Low Value,High Risk,0.73238176,1,High Risk
2371-JUNGC,1,0,0,0,11,1,0,0,0,0,0,0,0,0,20.25,208.0,0,1,0,0,0,0,1,0,0,0,1,New,18.90909090909091,1,20.25,0,222.75,1,Low Value,High Risk,0.07519789,0,Low Risk
7693-QPEFS,1,1,0,0,52,1,1,0,0,0,0,0,0,1,72.95,3829.75,0,1,0,0,0,1,0,1,0,0,0,Loyal,73.64903846153847,2,36.475,1,3793.4,2,High Value,High Risk,0.15665583,0,Low Risk
0924-BJCRC,0,1,1,0,60,1,1,0,1,0,0,0,1,0,89.45,5294.6,0,1,0,0,0,1,0,0,0,1,0,Loyal,88.24333333333334,4,22.3625,1,5367.0,4,High Value,High Risk,0.28287214,1,Low Risk
5074-FBGHB,1,0,0,0,64,1,1,0,0,1,1,1,1,1,104.65,6889.8,0,0,1,0,0,1,0,0,1,0,0,Loyal,107.653125,6,17.441666666666666,1,6697.6,6,High Value,Low Risk,0.51357734,1,Medium Risk
2351-BKRZW,0,0,1,1,43,1,0,1,0,1,0,1,1,0,75.2,3254.35,0,0,0,1,1,0,0,1,0,0,0,Mature,75.68255813953488,5,15.04,1,3233.6,5,High Value,Low Risk,0.03936436,0,Low Risk
4455-BFSPD,0,0,1,0,61,1,1,0,0,0,1,1,1,0,101.15,6383.9,0,0,1,0,0,1,0,1,0,0,0,Loyal,104.65409836065574,5,20.23,1,6170.150000000001,5,High Value,Low Risk,0.10050274,0,Low Risk
0415-MOSGF,0,0,0,0,1,1,0,0,0,0,0,0,0,0,44.4,44.4,1,1,0,0,1,0,0,0,0,0,1,New,44.4,1,44.4,0,44.4,1,Low Value,High Risk,0.6905526,1,Medium Risk
1724-BQUHA,1,1,0,0,5,1,0,0,0,0,0,1,1,1,89.5,477.7,1,1,0,0,0,1,0,0,0,1,0,New,95.54,3,29.83333333333333,1,447.5,3,Low Value,High Risk,0.8294092,1,High Risk
3948-KXDUF,1,0,0,0,66,1,1,1,1,1,1,0,0,0,68.75,4447.55,0,0,0,1,1,0,0,1,0,0,0,Loyal,67.38712121212122,6,11.458333333333334,0,4537.5,6,High Value,Low Risk,0.012479676,0,Low Risk
2323-ARSVR,1,0,1,0,67,1,0,1,1,1,1,1,1,1,111.05,7321.05,0,0,0,1,0,1,0,0,0,1,0,Loyal,109.26940298507463,7,15.864285714285714,1,7440.349999999999,7,High Value,Low Risk,0.10014278,0,Low Risk
0815-MFZGM,0,0,1,0,42,1,0,0,0,1,1,1,1,1,99.0,4135.0,0,0,0,1,0,1,0,0,1,0,0,Mature,98.45238095238096,5,19.8,1,4158.0,5,High Value,Low Risk,0.03676919,0,Low Risk
4826-XTSOH,1,1,1,0,1,1,1,0,0,0,0,1,0,1,86.05,86.05,1,1,0,0,0,1,0,0,0,1,0,New,86.05,3,28.683333333333334,1,86.05,3,Low Value,High Risk,0.91365767,1,High Risk
5480-XTFFL,0,0,1,1,31,1,0,0,0,0,0,0,0,0,21.0,697.7,0,0,0,1,0,0,1,0,0,0,1,Mature,22.506451612903227,1,21.0,0,651.0,1,Low Value,Low Risk,0.007659323,0,Low Risk
8295-FHIVV,1,0,0,0,7,1,0,0,0,0,0,0,0,1,19.4,168.65,0,1,0,0,0,0,1,0,0,0,1,New,24.092857142857145,1,19.4,0,135.79999999999998,1,Low Value,High Risk,0.080649495,0,Low Risk
2495-INZWQ,1,0,0,0,4,0,0,0,0,0,0,1,1,1,44.55,174.3,1,1,0,0,1,0,0,0,0,1,0,New,43.575,2,22.275,0,178.2,2,Low Value,High Risk,0.8237886,1,High Risk
9086-YJYXS,1,0,1,1,34,1,1,0,0,1,0,1,1,0,77.2,2753.8,0,0,1,0,1,0,0,1,0,0,0,Mature,80.99411764705883,5,15.44,1,2624.8,5,High Value,Low Risk,0.11491216,0,Low Risk
1179-INLAT,1,0,0,0,3,1,0,0,0,0,0,0,0,1,19.45,69.25,0,0,1,0,0,0,1,0,0,0,1,New,23.08333333333333,1,19.45,0,58.35,1,Low Value,Low Risk,0.035329092,0,Low Risk
7909-FIOIY,0,0,1,1,19,0,0,0,0,0,0,0,0,1,24.85,434.8,0,1,0,0,1,0,0,0,0,0,1,Developing,22.88421052631579,0,24.85,0,472.15,0,Low Value,Medium Risk,0.09939133,0,Low Risk
4139-SUGLD,1,0,1,1,31,0,0,1,0,0,1,0,0,0,35.4,1077.5,1,1,0,0,1,0,0,1,0,0,0,Mature,34.75806451612903,2,17.7,0,1097.4,2,Low Value,Medium Risk,0.13384297,0,Low Risk
6857-VWJDT,0,0,0,0,1,1,1,0,0,0,0,1,1,0,95.65,95.65,1,1,0,0,0,1,0,0,0,0,1,New,95.65,4,23.9125,1,95.65,4,Low Value,High Risk,0.9560152,1,High Risk
6351-SCJKT,1,0,0,0,3,0,0,1,0,1,1,0,0,0,41.35,107.25,0,1,0,0,1,0,0,0,0,0,1,New,35.75,3,13.783333333333331,0,124.05,3,Low Value,High Risk,0.24433212,0,Low Risk
5468-BPMMO,1,0,1,0,46,1,0,0,0,0,0,0,0,0,19.6,851.2,0,1,0,0,0,0,1,0,0,1,0,Mature,18.50434782608696,1,19.6,0,901.6,1,Low Value,Medium Risk,0.16458288,0,Low Risk
5624-BQSSA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.95,20.95,1,1,0,0,0,0,1,0,0,0,1,New,20.95,1,20.95,0,20.95,1,Low Value,High Risk,0.74880934,1,High Risk
0197-PNKNK,0,0,1,1,69,1,1,1,0,1,0,0,0,0,84.45,5848.6,0,0,1,0,0,1,0,1,0,0,0,Loyal,84.76231884057971,4,21.1125,1,5827.05,4,High Value,Low Risk,0.033388916,0,Low Risk
2439-QKJUL,1,0,0,0,5,1,0,0,0,0,0,0,0,0,20.25,109.8,0,1,0,0,0,0,1,0,0,0,1,New,21.96,1,20.25,0,101.25,1,Low Value,High Risk,0.1687007,0,Low Risk
1194-SPVSP,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19.65,19.65,0,1,0,0,0,0,1,1,0,0,0,New,19.65,1,19.65,0,19.65,1,Low Value,High Risk,0.47759333,1,Medium Risk
9534-NSXEM,1,0,0,0,26,1,0,0,0,0,0,0,0,1,20.65,595.5,0,0,1,0,0,0,1,0,1,0,0,Mature,22.903846153846157,1,20.65,0,536.9,1,Low Value,Low Risk,0.012161632,0,Low Risk
2408-WITXK,0,1,0,0,10,0,0,0,0,0,0,0,1,1,34.7,329.8,1,1,0,0,1,0,0,0,0,1,0,New,32.980000000000004,1,34.7,0,347.0,1,Low Value,High Risk,0.7277226,1,High Risk
8929-KSWIH,1,0,0,0,25,1,0,0,0,1,1,1,1,0,99.3,2513.5,0,0,0,1,0,1,0,1,0,0,0,Mature,100.54,5,19.86,1,2482.5,5,High Value,Low Risk,0.057809584,0,Low Risk
2250-IVBWA,1,0,1,1,64,1,0,1,1,0,0,0,0,0,81.05,5135.35,0,1,0,0,0,1,0,0,0,1,0,Loyal,80.23984375,3,27.016666666666666,1,5187.2,3,High Value,High Risk,0.08560837,0,Low Risk
1810-MVMAI,1,0,1,1,30,1,1,1,1,1,1,0,0,0,67.6,2000.2,0,1,0,0,1,0,0,0,0,1,0,Mature,66.67333333333333,6,11.266666666666666,0,2028.0,6,High Value,Medium Risk,0.080012634,0,Low Risk
9506-UXUSK,1,0,0,0,13,1,0,0,0,0,0,0,0,1,70.15,931.75,0,1,0,0,0,1,0,0,0,1,0,Developing,71.67307692307692,1,70.15,0,911.95,1,Low Value,Medium Risk,0.55856234,1,Medium Risk
1229-RCALF,0,0,1,0,64,1,1,1,1,1,1,1,1,1,115.0,7396.15,0,0,1,0,0,1,0,0,0,1,0,Loyal,115.56484375,8,14.375,1,7360.0,8,High Value,Low Risk,0.10321395,0,Low Risk
3572-UOLYZ,0,0,0,1,46,1,1,0,0,1,1,0,0,1,84.8,3958.85,0,1,0,0,0,1,0,1,0,0,0,Mature,86.06195652173913,4,21.2,1,3900.8,4,High Value,High Risk,0.22022259,0,Low Risk
1429-UYJSV,0,0,0,0,12,1,0,0,0,0,0,0,0,0,19.7,260.9,0,0,1,0,0,0,1,0,0,0,1,New,21.741666666666664,1,19.7,0,236.4,1,Low Value,Low Risk,0.036310107,0,Low Risk
5577-OTWWW,0,0,0,0,15,1,0,0,0,0,0,0,0,0,19.75,297.3,1,1,0,0,0,0,1,1,0,0,0,Developing,19.82,1,19.75,0,296.25,1,Low Value,Medium Risk,0.6231232,1,Medium Risk
6100-QQHEB,1,0,1,1,17,1,1,0,0,0,0,1,1,1,92.55,1515.1,1,1,0,0,0,1,0,0,0,1,0,Developing,89.12352941176471,4,23.1375,1,1573.35,4,High Value,High Risk,0.6035505,1,Medium Risk
6366-XIVKZ,0,0,1,1,13,1,0,1,0,1,0,0,1,1,63.15,816.8,0,1,0,0,1,0,0,0,0,0,1,Developing,62.83076923076923,4,15.7875,0,820.9499999999999,4,Low Value,Medium Risk,0.107769445,0,Low Risk
3470-OBUET,0,0,1,1,67,1,1,1,1,0,1,1,0,0,74.0,4868.4,0,0,0,1,1,0,0,0,1,0,0,Loyal,72.66268656716417,6,12.333333333333334,1,4958.0,6,High Value,Low Risk,0.043101832,0,Low Risk
2770-NSVDG,1,0,1,0,24,0,0,0,0,1,0,0,0,0,29.1,688.0,0,1,0,0,1,0,0,0,0,1,0,Developing,28.666666666666668,1,29.1,0,698.4000000000001,1,Low Value,Medium Risk,0.46285266,1,Medium Risk
9375-MHRRS,1,0,0,0,6,1,0,0,0,0,1,0,0,0,50.05,288.35,0,1,0,0,1,0,0,0,0,0,1,New,48.05833333333334,2,25.025,0,300.29999999999995,2,Low Value,High Risk,0.35687536,1,Low Risk
2634-HCZGT,1,1,1,0,53,1,1,1,0,0,1,0,0,1,60.05,3229.65,1,0,1,0,1,0,0,0,0,1,0,Loyal,60.93679245283019,4,15.0125,0,3182.65,4,High Value,Low Risk,0.13996123,0,Low Risk
7503-QQRVF,1,1,1,0,16,1,0,0,1,0,0,0,0,1,74.3,1178.25,1,1,0,0,0,1,0,0,1,0,0,Developing,73.640625,2,37.15,1,1188.8,2,Low Value,High Risk,0.3891586,1,Low Risk
4860-YZGZM,1,0,0,0,10,1,0,0,0,0,0,0,0,0,20.0,185.4,0,1,0,0,0,0,1,0,0,1,0,New,18.54,1,20.0,0,200.0,1,Low Value,High Risk,0.17606981,0,Low Risk
6599-GZWCM,0,0,0,0,13,1,0,0,1,0,0,0,0,1,74.65,966.25,0,0,1,0,0,1,0,0,0,0,1,Developing,74.32692307692308,2,37.325,1,970.45,2,Low Value,Low Risk,0.10361886,0,Low Risk
2691-NZETQ,1,0,0,0,9,1,1,0,0,0,0,1,0,1,85.35,758.6,1,1,0,0,0,1,0,0,0,1,0,New,84.28888888888889,3,28.45,1,768.15,3,Low Value,High Risk,0.83683527,1,High Risk
4404-HIBDJ,0,0,0,0,25,1,0,1,1,1,1,1,0,0,74.3,1863.8,1,0,1,0,1,0,0,0,0,0,1,Mature,74.55199999999999,6,12.383333333333333,1,1857.5,6,High Value,Low Risk,0.15750162,0,Low Risk
5533-NHFRF,1,1,0,0,7,0,0,0,1,0,1,0,1,1,44.4,265.8,0,1,0,0,1,0,0,0,0,1,0,New,37.971428571428575,3,14.8,0,310.8,3,Low Value,High Risk,0.25123876,0,Low Risk
7037-MTYVW,1,0,1,1,38,1,1,1,0,1,1,1,1,1,85.4,3297.0,0,0,0,1,1,0,0,1,0,0,0,Mature,86.76315789473684,7,12.2,1,3245.2000000000003,7,High Value,Low Risk,0.019959135,0,Low Risk
4760-THGOT,0,0,1,0,43,1,1,1,1,0,0,0,1,1,94.1,4107.3,0,1,0,0,0,1,0,0,0,1,0,Mature,95.5186046511628,5,18.82,1,4046.3,5,High Value,High Risk,0.44103506,1,Medium Risk
7295-JOMMD,0,0,0,1,4,1,0,0,0,1,1,1,1,1,98.1,396.3,1,1,0,0,0,1,0,1,0,0,0,New,99.075,5,19.62,1,392.4,5,Low Value,High Risk,0.86904705,1,High Risk
4016-BJKTZ,0,0,0,0,25,1,1,0,1,1,1,1,1,0,108.9,2809.05,0,0,0,1,0,1,0,0,0,1,0,Mature,112.362,7,15.55714285714286,1,2722.5,7,High Value,Low Risk,0.39810365,1,Low Risk
6584-VQMYT,1,0,0,1,27,1,0,1,1,0,0,0,0,0,56.2,1567.55,0,0,1,0,1,0,0,0,0,0,1,Mature,58.0574074074074,3,18.73333333333333,0,1517.4,3,High Value,Low Risk,0.02689769,0,Low Risk
9838-BFCQT,1,0,1,1,72,1,1,0,0,0,0,0,0,0,26.1,1851.45,0,0,0,1,0,0,1,0,0,0,1,Loyal,25.714583333333334,2,13.05,0,1879.2,2,High Value,Low Risk,0.0040321406,0,Low Risk
2790-XUYMV,1,0,0,1,71,1,1,1,1,0,0,0,0,1,85.45,6028.95,0,0,1,0,0,1,0,0,1,0,0,Loyal,84.91478873239437,4,21.3625,1,6066.95,4,High Value,Low Risk,0.02635648,0,Low Risk
0581-MDMPW,0,0,0,0,24,1,1,0,0,1,0,1,0,1,88.95,2072.75,0,1,0,0,0,1,0,0,1,0,0,Developing,86.36458333333333,4,22.2375,1,2134.8,4,High Value,High Risk,0.4149875,1,Medium Risk
5013-SBUIH,0,0,0,0,50,1,1,1,1,0,1,1,1,1,109.65,5551.15,1,0,0,1,0,1,0,0,0,1,0,Loyal,111.023,7,15.664285714285716,1,5482.5,7,High Value,Low Risk,0.22495307,0,Low Risk
1023-BQXZE,1,0,0,0,57,1,0,1,0,1,0,1,1,1,74.35,4317.35,0,0,0,1,1,0,0,1,0,0,0,Loyal,75.74298245614035,5,14.87,1,4237.95,5,High Value,Low Risk,0.028453475,0,Low Risk
9163-GHAYE,0,0,0,0,15,1,0,0,1,0,0,0,0,0,48.85,736.8,0,1,0,0,1,0,0,0,0,1,0,Developing,49.12,2,24.425,0,732.75,2,Low Value,Medium Risk,0.26861796,0,Low Risk
3904-UKFRE,1,0,0,0,4,1,1,1,0,0,0,0,0,1,80.1,336.15,0,1,0,0,0,1,0,0,0,1,0,New,84.0375,3,26.7,1,320.4,3,Low Value,High Risk,0.47135982,1,Medium Risk
5353-WILCI,0,0,0,0,28,1,0,1,1,0,0,0,0,0,56.05,1522.65,0,1,0,0,1,0,0,0,0,1,0,Mature,54.38035714285714,3,18.683333333333334,0,1569.4,3,High Value,Medium Risk,0.21448395,0,Low Risk
0709-TVGUR,0,1,0,0,9,1,1,0,0,0,0,0,0,1,74.55,622.9,1,1,0,0,0,1,0,0,0,1,0,New,69.21111111111111,2,37.275,1,670.9499999999999,2,Low Value,High Risk,0.73352665,1,High Risk
0058-EVZWM,0,0,1,0,55,1,1,1,0,0,0,1,0,1,89.8,4959.6,0,1,0,0,0,1,0,1,0,0,0,Loyal,90.17454545454548,4,22.45,1,4939.0,4,High Value,High Risk,0.13731982,0,Low Risk
6023-YEBUP,1,0,0,0,3,1,1,0,0,1,0,1,1,1,100.95,329.95,1,1,0,0,0,1,0,0,0,1,0,New,109.98333333333332,5,20.19,1,302.85,5,Low Value,High Risk,0.89945066,1,High Risk
7209-JCUDS,1,0,0,0,10,1,0,0,0,1,0,1,1,1,94.9,1048.85,1,1,0,0,0,1,0,0,0,1,0,New,104.885,4,23.725,1,949.0,4,Low Value,High Risk,0.78118485,1,High Risk
7009-PCARS,1,0,0,1,55,1,0,0,0,0,0,0,0,0,19.1,1001.5,0,0,1,0,0,0,1,1,0,0,0,Loyal,18.20909090909091,1,19.1,0,1050.5,1,Low Value,Low Risk,0.016634904,0,Low Risk
0519-DRGTI,0,0,1,1,20,1,0,0,0,0,0,0,0,0,20.35,442.6,0,1,0,0,0,0,1,0,0,0,1,Developing,22.130000000000003,1,20.35,0,407.0,1,Low Value,Medium Risk,0.034676712,0,Low Risk
